,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,01.Feb,02.Mar
5607,19962.88327,13820.49883,9325.997917,7302.795065,5880.365337,12794.05439,8881.950852,25227.85633,13968.19859,13568.53946,12578.04422,31555.18049,26295.33158,23576.75905,22067.68137,10397.85214,27145.35732
5609,2638.207781,557.7339127,474.6874221,376.1007222,220.8240865,1210.540967,1860.741831,1348.117965,1599.383086,1779.422098,1560.014824,1456.943742,1432.227405,1676.920584,1034.545256,1778.971221,1503.757405
5611,1134.126258,629.9948001,992.7843152,935.425484,310.4363997,2621.38187,1765.199191,1555.511812,1719.403915,1467.412656,1496.892073,2005.182999,1748.929483,1356.40043,1064.377072,1456.777758,1134.021449
5614,3593.866788,1038.802946,1600.493459,1607.706509,794.696845,3251.996442,1597.343899,3137.168693,1850.107871,2532.545279,1067.523949,3509.293186,4792.264012,2479.961484,1483.649325,1550.033953,878.639043
5617,13610.90712,4375.920942,3962.56478,1907.176991,1005.274547,6680.068404,12239.82266,7486.921801,11781.23588,10608.56352,9562.551429,9016.47225,11260.20518,12501.73667,4806.765452,12539.9243,8326.296631
5618,8637.887857,8476.947902,9682.361064,5067.364368,6044.790383,11575.94757,6264.217577,15549.91412,9187.264301,9663.260141,6976.10537,17704.46849,18163.22949,16313.35903,14596.99566,10521.66981,8078.698226
5619,1385.93538,635.2640956,820.305538,601.0597978,285.7334902,1360.348135,1115.346474,1408.372702,1053.466418,1362.105928,899.2042934,1651.742923,1724.393902,1248.072233,941.999595,951.4537293,870.1811521
5621,2779.379423,1655.163071,1266.688366,1228.997837,1438.699086,1883.235059,1623.919891,1837.678882,1502.189528,1599.672777,1631.006932,1629.117162,1705.043082,1566.191332,3824.351998,1899.726309,3505.384028
5622,6266.349348,3867.34925,2830.422861,4251.591176,3680.04636,6014.338712,9583.229106,6773.504244,5318.472338,5099.949032,5099.25932,4453.075966,5995.889787,3709.663593,4673.504722,5191.398416,5135.693986
5624,1826.543286,1417.350111,1600.972032,1196.896165,1318.81588,1965.87738,1207.589364,3923.274491,1969.098503,1615.842607,1176.385871,4414.231953,3679.031661,2825.31684,1885.340912,1234.243648,1399.032126
5629,1049.251596,11111.30525,5159.131293,8988.093361,10231.81867,12333.40256,2051.916806,12923.03486,6732.2469,3948.330936,1218.269243,20744.45347,21833.43123,19709.36015,8703.212444,2738.915843,1327.257996
5630,1502.141391,2444.253066,2382.518037,2619.195663,2456.478426,2330.449115,1717.371353,2928.17999,3257.304621,2559.804963,1891.688418,2982.4374,3030.187364,3033.559823,2123.540062,1579.033488,1613.003504
5631,3857.84697,1792.307359,1912.85584,1984.111288,1663.459286,4024.056335,5415.522568,4157.681237,3498.44059,4221.375196,4347.418681,3505.431618,3624.916859,2804.413046,3237.119848,4741.365422,3946.233835
5632,156028.9417,106234.7139,70579.95533,100471.9247,96056.62249,143861.8849,221195.5989,163700.0691,130307.4507,159365.5256,146255.16,122588.6976,150827.7292,101465.4519,120739.3603,147323.7156,144401.7832
5633,12652.28816,6364.757803,4712.741083,4572.756929,6197.85725,6135.911839,4106.710854,6432.471312,4813.882376,3977.837119,2184.247082,7281.34771,7158.375042,6312.316687,16645.94951,3976.573024,6195.502214
5634,1060.626845,634.377185,738.7348637,523.4942389,310.7190157,1188.29487,1186.520296,686.9873506,1050.272143,1012.548354,1062.88213,1408.95428,1316.364093,938.718976,739.2045044,823.3802042,735.3921347
5635,17607.13203,3969.072402,7620.905435,2452.967573,3684.433184,10752.67079,10250.15593,9968.991633,6870.640639,10088.20557,5478.748937,10980.09251,14955.95799,14654.9349,8089.741395,6125.640453,4806.257568
5636,2477.413727,725.040805,1335.576042,862.8474237,682.6348593,2107.956605,1660.117811,1451.699066,1282.559119,1298.001991,1010.142516,2493.945195,2223.76558,2803.906099,1894.964212,1646.644529,1306.75507
5639,23530.22717,2074.446701,17058.82965,41132.00989,3569.357881,20907.77579,14096.19376,25742.23608,18023.921,21981.26234,16942.07879,30871.14271,21673.36595,14476.92914,18368.38389,16635.39149,22373.67374
5642,1888.971419,1079.886388,2294.794261,2409.613279,826.7125003,2966.174526,1601.084986,3386.670782,1917.197459,2301.786815,1267.800143,3291.188203,3221.212468,2730.811121,1030.378455,1496.105975,910.921754
5644,1073.71031,183.1367169,103.5341046,110.3377257,68.98848103,476.9969017,567.9833419,645.5023446,674.8256362,1037.385498,648.4490438,679.2170514,1035.781526,735.9436157,405.2909482,1035.260601,865.9519174
5645,10858.32696,1776.761915,2805.644422,2296.748024,782.4294763,5086.481219,3027.803957,8717.369567,4244.094423,4760.428175,2207.612364,9533.352728,9688.853823,5304.588404,3131.065675,2473.841222,1674.900038
5646,2697.626725,995.1091023,1615.735747,2202.048233,910.1336251,3867.831958,2691.086256,2792.656462,2257.607833,3256.602318,3461.607421,2283.463214,2163.483921,2485.318108,3525.698179,3154.60239,3390.991667
5648,2785.533272,3769.150508,5511.419467,7164.998889,1499.083094,3566.10238,1354.544046,4194.51811,2322.643205,2501.230477,1382.05812,5093.487612,5892.470321,3775.840332,2052.679387,1640.821195,1543.035551
5650,1267.831295,837.9290547,395.166287,635.5862759,506.1363382,1262.272807,2221.055959,1471.113747,1743.668151,1402.738439,1374.228394,1270.495383,1754.060645,895.9434091,827.5797997,1323.378924,1313.325248
5653,1008.498284,461.1473485,829.8836896,796.213006,594.9900986,1029.605328,1489.852174,1156.354357,1154.504839,1527.12624,857.174793,974.3742326,935.0712036,891.2105877,988.1847601,1227.13096,1447.133959
5656,1510.708796,535.4917683,383.0149444,320.716197,308.0323626,560.109553,942.8224578,780.2583299,491.9787317,721.0670873,684.8272908,746.2315687,901.9837926,1278.2375,1107.149741,766.5779053,649.9310884
5657,1196.165788,2715.108965,3025.059119,2554.954594,2528.381202,1985.519334,1847.057108,1465.554111,1624.440266,1692.322135,1860.422912,1444.164076,1428.116992,1408.10481,1721.730539,1335.641884,1436.123855
5659,67166.18528,85206.60824,118568.9736,70235.24328,104877.4724,58353.29112,35037.23022,52031.25814,29299.36252,45327.53085,25052.27264,65158.48452,63933.37207,51504.58439,75084.34911,35528.5483,43635.66038
5660,3277.760256,3507.885047,3166.834113,4090.334805,1384.992961,8589.112971,4844.067814,5075.538434,3856.518683,7112.68059,4560.305599,5958.08669,4503.950126,4112.261216,2687.876654,4501.828133,3532.622599
5663,3847.884498,2273.610012,2165.078929,3491.391661,1768.286766,4242.430547,4316.959253,3408.2525,4057.673151,4395.413497,3096.860975,3979.97882,3402.149603,4162.830081,4599.2617,5547.212281,6234.948478
5664,5474.23008,3552.864359,3867.794224,3191.55171,2652.920883,5558.59988,2710.616708,7490.615583,3786.41536,5654.646885,3154.860825,7125.195739,8676.674188,5879.827794,6391.889652,5403.069626,3786.87053
5665,11902.82675,2110.875738,3029.343693,1404.75445,387.4797454,6685.171052,11394.64267,6388.04778,11023.16417,10268.00364,8123.734646,8652.086536,9288.539452,9712.713204,3703.268504,8233.207968,5348.972812
5666,1686.262739,1544.709362,2081.584589,3122.006207,1940.648914,1070.085533,1128.703916,1262.700923,1292.501968,1244.126886,1224.312669,1461.550818,1689.267088,1491.870693,1228.658445,1302.354803,1302.491224
5669,228563.5269,163333.1889,104120.698,149742.6937,143050.8111,218046.8186,324507.0936,244224.2875,192954.2254,237091.4953,213698.9164,183618.7834,227580.6042,148436.2929,182907.6772,219883.4906,215783.2129
5671,227974.2223,575677.5245,263177.1385,201665.157,364166.2279,174856.3114,208736.4454,201035.8021,242703.7073,180672.2761,184513.8488,230406.1741,223136.8423,221799.5918,222463.347,223952.6025,200020.7619
5672,3692.647195,4167.604027,2959.52862,1810.499759,966.7171381,3971.438394,8125.154904,6885.032523,12884.14237,8246.421591,6528.038693,15236.08904,16864.58804,26165.2072,1899.59679,18888.64673,5183.601821
5673,5794.292654,9807.467985,12058.37141,19613.16709,14258.07124,7398.341418,6214.095026,12548.71596,7467.745016,6390.666899,6987.071039,8766.441096,7734.916706,11272.28097,10788.64978,9282.253955,7760.903275
5674,10002.07417,9240.527249,6395.521033,7534.285955,7167.392774,13991.22904,16137.51692,10703.50934,6503.118324,13546.43611,12313.44429,6597.208424,6823.063717,8006.908911,9249.157059,11147.36386,10349.40305
5676,2989.477135,587.3401634,277.5119792,615.6985211,213.4434405,829.1230882,538.4578088,1455.269157,733.7663692,789.2090172,602.8072607,2978.247626,2339.992837,1303.996698,3230.310641,3506.825439,2670.267775
5677,6665.954155,4442.432937,4067.248403,4225.021669,3573.135551,5786.131638,4838.318073,6722.382928,4158.194236,5728.316086,3665.871418,9603.386272,9776.338729,9402.808304,5900.657435,2619.664375,4628.471704
5679,798.9245578,169.4403277,893.1966223,1251.795788,148.1214352,629.5279493,559.8970899,864.2303614,861.1360735,1173.575294,673.7572248,1267.111509,1071.505581,799.5621414,788.0758332,689.6999669,894.5473453
5683,23515.3706,12286.68997,10114.25728,3565.951239,10085.77525,7784.822225,7143.628128,10545.83873,7736.535903,8179.173608,12145.76927,9395.153958,5679.817217,11904.87244,49831.11665,10521.99317,21710.12504
5685,10163.63114,25176.09322,25693.17729,45742.61163,35568.20354,32432.74875,17720.94985,53379.04359,28840.04934,38058.81921,24499.13906,50024.30491,35988.80204,53314.28849,48869.4165,18551.48056,24821.6875
5686,2517.991695,1483.464901,1446.64819,1797.316527,1537.72448,2823.384132,3293.188078,2558.542938,2539.824479,3165.791517,2890.407698,2146.808841,2779.947325,2832.797689,2874.80912,4030.135656,3458.602571
5688,1839.214179,2363.561432,1526.3092,1409.864325,2556.53718,1802.402127,1320.593327,3777.430271,4028.688805,3431.590312,1304.476544,5353.806141,5294.102068,9954.718517,6180.938548,2096.357013,3747.568616
5689,1579.215752,839.1867279,1015.208224,1014.741943,899.0772829,1337.588487,1367.19811,1448.868903,1447.403726,1314.449155,1112.176772,1293.121349,1260.823664,1396.565236,2032.553673,1758.561696,1930.813706
5692,4873.324479,3637.216912,4133.012079,3195.300994,3449.333577,8821.93086,3890.919268,8954.644779,5865.057049,4119.260105,3329.634338,9927.832427,11484.09227,6169.688596,6373.190245,3748.574263,3485.966398
5694,4280.685493,1699.409675,1566.083145,1329.854728,1074.411621,2627.147877,4342.241618,2879.113613,5873.900617,3713.607564,3943.326964,4409.04508,4917.394156,4851.386551,1964.58632,4606.487013,3344.047607
5696,435.8082235,950.9573137,795.9226153,797.0800811,834.9089204,486.238015,531.0251134,494.5198462,449.8715693,610.894113,500.7103411,439.1109054,451.4059093,468.2996152,444.8678206,401.4767264,453.2152201
5703,925.9313532,1203.412493,1530.432427,1974.590629,676.9929442,3592.443756,2259.188015,1715.967721,1133.747372,2430.51789,1435.87595,1479.051707,1620.16956,1205.829845,869.2019801,817.7934094,1106.484917
5704,5107.729885,4219.906685,4142.77508,4922.590632,3634.714393,5223.020795,2931.271576,6717.532684,3825.447429,5409.471845,4063.278827,7703.821321,6626.788442,7352.513284,9334.500435,2449.641702,4888.827853
5706,2006.680319,1652.643491,1611.583709,1912.359384,1647.775332,2452.447753,3101.629683,2136.649228,1482.946046,2312.219694,2301.854589,1264.752815,1521.496766,1519.831143,2234.487033,2089.924014,1891.354848
5710,4556.360493,255.5307695,947.1036727,2349.600444,286.4236669,5340.885742,3873.940567,4911.178277,3009.022127,4423.425807,3073.679985,5648.93079,4745.493617,4041.938637,4024.950506,6355.252275,4978.749405
5711,68244.41191,23734.2629,25338.40719,15755.81538,30002.70853,34170.71432,18881.55496,31083.75844,19581.58278,24803.5824,12478.31995,38854.30614,37546.32519,36738.68417,84223.11914,32660.57302,39787.61654
5712,5928.076424,1914.693333,2690.821903,1519.261541,1911.84996,5064.501947,3325.989859,4276.935995,2858.436481,4061.4862,2502.546939,4423.57738,6586.034923,5891.854885,4332.026825,2800.506006,2132.42317
5713,23511.26962,19597.80926,37051.36127,19126.86777,26559.63902,18543.88306,10075.10659,29123.27334,16276.75678,15266.12629,9344.606486,31931.9302,42015.38451,27008.69531,26666.67705,18771.79379,14667.47847
5714,2918.176824,856.1560509,848.5811827,633.2948532,755.6191047,1190.914728,1043.204435,1120.159384,841.9647005,1076.039269,733.2693461,1156.962484,1420.803095,1186.087154,3004.733295,1994.973049,1105.413979
5718,2432.044531,3308.082189,5551.284145,7492.046777,987.4325526,9756.636672,6486.054327,7518.024223,4018.574745,8496.281262,5165.249751,6784.345878,4899.114611,4243.495611,2486.088068,5099.800448,2457.140746
5719,66095.90278,53436.53901,55765.20695,54716.63653,63609.94729,77187.82034,68828.25147,94078.68583,157058.6699,68558.77959,69933.76405,105804.1691,81853.52591,109825.2641,74337.18343,80117.16862,66641.85467
5720,7383.028287,2159.341085,4416.045631,1959.367628,2629.849445,5115.97559,3163.206472,4255.632571,3320.368428,3410.539787,1673.732241,5421.131324,9497.573109,7355.191458,4123.835313,2267.261137,2280.63588
5721,3997.252942,1689.767674,2175.783292,1804.075216,1476.740006,4624.91901,5219.360646,2786.748277,3104.08503,3307.23711,3112.252715,2597.941126,3629.380794,3492.834453,3011.344071,3222.129375,3765.972296
5722,3806.595448,4007.886247,2811.301636,4562.852082,2171.419737,3288.868068,3461.869669,3687.169714,3442.312527,3887.801219,2610.560745,3317.414388,4138.404877,4973.907661,6030.81992,6483.163358,7620.779653
5724,1774.538834,3303.104264,2615.66139,3670.511455,4454.381283,2941.938791,2091.054983,3279.956142,1644.948959,2137.339441,1810.023155,5843.966249,8349.85782,3354.099753,4273.085209,2294.789794,1620.4918
5726,453.4211298,1317.342399,621.7956312,907.7894281,822.9115127,501.8047095,385.0866268,861.0790136,580.3813769,377.8202083,297.66424,1012.079955,1286.556991,1044.953114,615.8958083,387.7338363,402.2968297
5728,707.921247,688.739826,434.9444546,468.3356612,249.9170922,837.9626873,952.9137451,792.8099784,2024.679534,949.3450743,803.3857826,1230.376556,1293.891767,927.891501,675.2785808,1101.768149,818.215593
5730,1366.822892,557.0197886,1396.31307,1623.379149,528.0452146,2450.327728,1935.522903,1508.655267,1703.898284,2007.927532,1600.887943,1318.547131,1689.819736,1500.618969,2256.090105,2905.630018,2156.998106
5731,9410.832192,6704.08204,5564.095613,4448.025672,5604.827978,6091.648733,5357.020149,10898.16579,5418.923974,5262.222142,5773.559064,11824.8671,9037.504011,10491.74606,17085.99858,7007.238225,11830.79854
5732,2213.479976,919.2976511,770.3733578,694.226563,874.8936415,1289.964353,821.9138446,1215.54844,853.7307206,937.75786,997.7759427,1415.566684,1381.342722,1386.870201,2208.025048,1118.201907,1384.474901
5734,1354.273505,1523.660158,721.4814716,634.1517487,675.1524104,1081.61844,966.7285196,1124.187428,785.7589956,1034.856522,819.8198855,1285.713767,1401.161998,1766.318585,1278.17359,811.6439997,1109.344148
5735,4700.149437,4683.702535,3166.203028,3040.16599,3201.37851,6752.196512,4335.011098,6845.672427,4452.658499,4499.77735,2782.078634,7663.91393,10348.71883,4531.802535,6108.64328,3773.934559,3068.090312
5736,1853.261099,698.8383796,665.0176991,509.6836628,406.7113731,1116.133119,1756.042692,1219.558567,2074.11983,1764.605309,1503.19996,1279.651985,1556.714078,1682.889135,1031.461256,1876.068542,1153.489779
5739,735.5359167,140.6127205,384.1059136,550.5550934,477.8701282,1008.216376,1147.773612,931.4374838,656.7382044,1909.03678,1504.656799,714.3028718,1160.720938,838.3511068,968.6155714,1020.783185,1088.150821
5741,1687.716078,1045.074973,1628.096276,1743.803498,930.0760521,4098.063926,2803.930451,1966.175856,1966.481241,3094.460769,1682.436926,2004.188694,1751.876349,1681.27041,1834.284894,1820.333157,1292.782202
5742,8131.77026,3462.812055,5650.770949,3096.108283,2919.572826,7729.659635,6146.031405,9637.246591,6759.399725,6827.744243,4092.364968,9193.549815,17588.50798,18199.28288,7664.929776,4748.215983,5384.21346
5745,5035.375464,886.1785966,1037.595357,672.202706,1114.488547,2463.656955,1703.808529,2162.652739,1199.330481,1827.38692,1153.752916,1852.394269,3002.161706,2618.513778,2489.67005,1596.343805,1366.984662
5746,11313.5998,12315.25339,17031.65057,23261.95751,14767.45877,11666.49158,9005.061049,10432.96963,8960.521952,11809.10239,8864.43001,9019.731386,10854.51686,9692.823952,11958.4861,14176.29733,13131.31197
5748,8174.853095,2325.338734,1872.534638,1217.387124,688.5625488,3978.656082,7314.949402,4624.59443,7488.284102,6193.731681,5015.630288,5797.468444,6641.497853,7030.299727,2725.422451,7715.847286,5553.872487
5749,2819.527138,1995.18493,1777.940262,2842.082692,879.788131,5464.932368,3870.239307,4119.932764,3076.912407,4451.405201,3551.977844,3384.498777,3878.371569,3116.842193,1966.967309,3229.291827,2652.445827
5751,8307.997688,1726.259159,1619.580767,1003.628268,1168.428042,4938.863601,6131.339825,3838.428017,3942.863594,5471.3249,4049.875926,5092.86458,6108.295321,6875.472382,3913.608877,4977.415008,4948.905649
5753,6570.234306,4221.403853,1132.109959,1177.132113,2045.721831,1697.65011,4123.179079,1917.633739,1095.834158,3283.025649,2462.564386,2364.036826,2870.548237,7286.017407,7574.175044,2501.304593,3103.40034
5754,2130.387936,648.7773011,1284.799546,901.9617803,892.6397425,1472.092818,1148.091826,1444.9492,1078.334402,1123.910757,909.0607793,2013.662407,1928.497338,1920.12032,1096.958021,905.9775152,863.9100377
5755,4035.996017,2280.93308,2637.328114,2149.245507,1504.057163,5063.310293,4487.94998,5196.879394,3692.019857,4213.829744,3830.647819,4659.353723,4645.789505,4267.760977,4056.219037,4348.389263,4106.961687
5756,1210.206867,2245.973157,2192.209414,1452.06866,1248.767411,1359.638372,1358.420819,1835.676801,1598.758626,1078.461059,1163.58629,2168.281137,3166.282609,2192.77925,1819.515224,1318.116199,1719.637164
5757,1397.089065,952.0460399,861.531799,629.0060594,868.6502952,1540.108524,989.1197845,1399.698218,1260.54205,1269.791816,673.9601168,1935.199771,2373.680798,1567.535447,1512.993935,914.9657759,972.3094515
5760,2713.799766,380.2341523,769.709774,1201.393178,212.6081763,1322.708436,980.0068972,1325.194438,1124.451632,1178.308117,742.2946955,4442.465328,1545.789667,954.9478482,2050.453556,1269.561081,1480.918462
5761,4479.35606,2513.423145,2825.829693,2556.443841,2179.658106,3726.380792,3705.608762,4696.813213,2684.591436,3861.446587,3414.856228,5240.20623,4789.810733,4304.022778,5141.249294,3318.238108,4898.795446
5762,1762.545843,1051.709651,1984.467199,1849.584128,966.9268494,1800.025539,2955.096773,1822.339386,1934.587534,1991.113043,2207.451408,1146.531272,1547.934258,1615.838024,1893.493295,1859.434196,1750.937461
5764,2814.172414,1488.950286,1344.015351,1212.592425,739.4306577,2390.628938,3358.519845,2098.064119,2802.214206,2597.032688,2668.197627,2403.476421,2820.504198,2574.562521,1597.524574,2652.19213,1986.290249
5767,50318.502,32755.03567,23011.79853,33117.06956,27814.66989,48646.8162,71473.94138,56526.18711,46575.58179,51176.70158,46166.33505,41803.76437,51798.34728,35163.78305,40840.16428,46777.35468,46125.49302
5772,6010.258291,743.5244542,1004.935747,743.8305447,819.3350791,1461.815524,1156.617339,1351.540264,1059.647842,1133.193359,818.8832061,1882.175548,2142.857564,1377.532699,4590.738708,1025.620276,1311.174366
5773,2923.773423,1207.266334,1018.669969,1166.538909,503.2647164,3993.056811,2715.524491,2576.427571,2613.20868,2692.482355,1871.256141,3145.706998,3018.220159,2802.561697,1928.349424,2865.443945,2035.169387
5776,8472.283635,872.7132202,2120.095112,6315.997887,3425.217102,17533.75166,24970.06683,13962.07131,8912.608405,21710.42349,26042.38615,6400.616774,14601.79227,12024.80723,5238.074103,5814.470963,10479.05918
5777,5520.682146,1272.567691,2308.140685,939.7757461,1850.500882,2898.444492,2462.965835,2357.967029,1610.0876,1754.202418,1377.465773,2174.52654,4097.883042,2989.523217,3048.61871,1093.439756,1325.265332
5778,1047.266707,1021.754552,960.5091236,966.0009855,477.2770047,2510.678814,2115.964314,1597.512014,1340.527128,2192.867432,1310.8336,1713.595211,1451.098067,1400.986817,1021.544476,1667.442679,1263.854142
5779,2402.091261,1313.032723,1082.961741,1105.333979,999.8142219,2214.200594,2674.85329,2248.162783,2191.563505,2494.975788,2099.215941,1569.732811,2066.507729,1842.764147,1962.356005,2310.791294,2474.089503
5780,15835.46816,7794.058608,2575.358783,1930.721295,1057.093361,4698.326971,12233.50374,6308.604461,11262.36665,9406.379067,10268.84191,7863.222136,10518.94456,12815.53083,4699.480554,13615.66009,10358.86323
5781,1519.985136,204.4196881,221.9112327,144.4553716,72.32024816,946.2543704,1157.320019,793.010039,1305.579763,1307.249353,1183.713193,1334.686843,1301.549708,955.2594587,550.7480648,1296.373075,703.9055319
5783,7261.26468,613.2771984,1138.254864,518.0670049,727.3754605,2296.761078,2171.874566,2204.066033,2176.231281,1549.039604,784.8253811,2830.903245,5562.470009,3604.793656,2613.830421,1040.605003,880.3863017
5784,473.7338409,259.7997373,357.8604985,667.0004892,210.1375545,570.5672848,404.7194945,354.0247343,353.4833154,508.3105428,410.0845973,456.1710695,530.8287923,417.0988765,434.8212524,446.1776922,541.4801087
5786,11281.86497,13627.86913,13811.0409,10248.30203,8256.836757,11582.35382,9884.774217,24531.90796,12251.25759,9835.184737,7960.353391,26827.59277,23778.43178,16773.24352,12922.34369,8427.712287,8190.061358
5787,3465.62062,1589.347327,3838.010664,3483.885013,987.5384056,5195.361547,2914.713217,7212.387627,3125.789526,5076.297385,1747.037553,6237.106684,7360.108565,4490.048249,2263.238709,3022.180746,1721.80527
5788,1681.38082,1930.068678,3267.154733,2149.907197,1074.61509,4589.773531,3112.756223,1899.397958,1783.764648,3924.746993,2028.485784,2024.971163,1882.011462,1547.927685,1950.904628,2241.170431,1766.935066
5791,7619.582461,4549.361425,7909.264976,5044.261772,2807.835062,15672.08653,14559.75253,8329.863538,7535.06821,14242.39151,7453.775057,8611.4547,9382.544263,5134.200015,5320.464582,5617.449088,4628.782276
5792,7081.116453,3439.984458,3888.216516,5505.757471,2970.831513,6957.254195,8145.854814,6979.838377,5939.299632,7470.479374,6524.236974,5725.268248,5564.957584,6507.008299,6939.769915,7427.435477,8652.663522
5794,8058.639217,8221.740431,14265.25279,7753.9313,7915.807926,5855.909416,7964.032519,10251.6419,8726.614421,6669.221293,4539.949562,13944.75736,16017.52736,12039.11823,9280.321461,5591.890566,5264.556311
5797,12055.71595,2905.214651,4940.552843,3248.685388,3219.021435,12146.40328,9358.375313,8780.0238,5349.800416,6005.708811,5053.121139,8342.364059,14725.34656,11336.21168,8410.499831,6069.615183,4622.808365
5798,4047.870389,2984.528451,4199.823057,5185.801046,3961.962933,3430.171521,3211.832239,7129.974289,6288.649085,3952.753633,3684.091247,11201.08767,8986.136158,7483.342143,7270.126214,4250.352398,4246.138253
5799,5038.822866,4833.173504,4833.790737,3561.995557,4684.767642,5709.449117,3766.875018,6386.744923,5639.241916,4723.083903,4394.242289,7949.338714,8077.107816,6759.818678,5258.830451,4175.539703,4354.818155
5803,330918.0093,214722.3849,147989.1353,218117.3377,183838.7125,319183.1755,453859.7791,368378.6058,301639.206,330048.3417,300897.9648,279765.4925,335203.3969,219096.547,263272.8847,300832.0529,299511.968
5804,1228.657888,1104.697701,966.8180411,1089.384133,781.8987723,1763.403137,1469.372669,1378.19694,1202.697464,1474.4947,1288.697442,1220.189846,1453.931084,1354.601295,1534.884089,1265.826922,1292.418411
5805,2279.51926,2172.221858,2036.054277,2225.147934,2085.98714,3874.219505,3950.928431,2543.322843,2378.918371,3905.123828,3193.181818,2553.254748,2741.267479,2372.049825,3223.598118,3349.342427,3517.971515
5807,4266.743521,3782.906549,2940.194833,3839.571454,2949.709449,4626.929183,3868.418783,4935.24074,5708.016692,4783.160298,3986.831127,5014.822432,5074.297743,5655.701834,5421.027443,4986.375948,5980.554785
5808,275942.1505,175364.9842,140726.4382,192503.6025,182550.7642,275963.9519,312381.9195,328253.2689,192581.8298,257229.5938,289879.3043,229589.5096,248455.2792,243437.4128,375825.2986,229639.2601,289191.1479
5809,9780.961881,5810.531861,6016.32697,5318.719999,7426.277693,9373.266479,9129.934404,7520.528832,11069.54646,10405.83272,10234.24386,7160.168612,6979.743747,7329.118154,8851.121275,10179.22187,9129.822246
5810,5931.20574,2873.045658,2812.352366,3594.94847,2506.524045,4430.502433,6001.560461,5472.377204,5526.069695,6278.463745,5669.791323,6292.845417,5605.62586,4999.86094,5621.018985,5558.09184,4991.286788
5811,683.575638,522.7802974,517.0302681,523.0394435,270.5116505,1160.639408,1178.542422,1054.419347,2674.535537,1150.844361,735.6348504,1571.165506,1942.003104,1524.72362,504.3403635,1346.162033,622.1737705
5812,1742.931055,422.9526883,713.564046,414.1123379,337.4585338,760.127363,595.7990222,835.0825708,708.0033828,696.1449881,466.9248248,986.4135171,1087.368866,1133.765616,779.6114933,491.4403773,573.8733335
5814,4672.122755,635.60546,1643.658396,589.1381042,967.6148475,1882.953666,1793.614918,2849.726817,1798.060977,1958.058286,1014.016349,2404.584081,6218.785102,4118.628026,2624.752645,710.5302262,1010.664452
5815,3683.804596,3710.528716,5782.719746,10178.76553,4413.318357,4469.254901,4394.540313,3362.29943,3233.608354,4081.690632,3437.97928,3901.517636,4552.079007,4198.816147,5120.548267,6696.715594,4999.508031
5816,936.1720191,6733.933559,4938.752411,6411.830067,4219.894716,6132.001815,3460.168331,6739.227505,2902.274966,6965.715517,3881.371729,4338.528909,4564.437039,2276.689157,1966.094477,1104.646266,1408.093085
5818,2129.770833,1173.675345,1167.592159,1268.468466,1133.126425,2362.699772,2371.399628,1954.726751,2121.076218,2824.526601,2663.842684,1675.806238,1754.75361,1981.305079,2237.723051,3223.519287,3179.970068
5819,496.4274173,2010.802232,903.9844755,675.8853486,994.9181153,508.9705347,359.9758159,662.7919099,577.6750499,391.5625789,398.6552837,923.870804,992.4882987,573.7666056,385.1317983,476.6553641,425.7928983
5820,1590.546681,653.5654632,984.5589019,1092.480829,737.0496037,1831.841107,1563.021851,1472.953604,1809.377287,1643.945312,1654.525778,967.6395272,1379.689104,1488.693377,2073.263589,1258.820087,1566.559001
5821,838.655211,420.6587571,446.9287437,423.6881067,222.870731,703.1518046,454.9385301,1116.52575,570.2477849,874.2094657,588.2389392,1694.82907,1765.880699,2782.995148,687.9656712,772.2992245,574.9551774
5822,7792.51938,1425.377912,2261.924798,1195.669472,1629.928976,4673.813698,4638.392392,3451.10179,2865.797501,4385.614203,2273.916972,4860.010478,7898.889205,5868.141465,3472.276075,3040.358092,2520.146714
5823,2648.073185,724.3189797,1029.755375,701.3473731,915.5166878,1951.069185,1599.418635,1690.630438,1139.238027,1389.78037,929.7528637,1812.205018,2682.924949,2403.023301,1928.77746,1074.852883,806.7388254
5827,4531.437025,4069.820937,3376.776865,2627.704177,2896.382226,4424.933511,3320.968022,5267.719444,3450.975052,3660.056991,3060.560502,5667.960914,6181.211824,5681.750782,6331.171205,3018.88741,4278.011038
5828,6983.779661,2066.466452,4233.984416,2156.340668,1773.682232,9366.032809,5180.295426,8566.786446,6138.897601,7669.459282,3764.302646,9648.641896,8411.018226,9861.144418,9635.248036,3754.195921,4176.156145
5829,4197.922966,2042.268108,4524.750027,5488.72359,1999.321204,6094.698954,6493.446378,5589.387446,7657.064796,4747.547796,3642.154426,2964.119701,3954.384383,3031.506037,4120.020507,8598.083056,5840.933136
5830,3051.160072,185.6538657,267.080716,100.6869147,103.169095,1517.794666,1362.696246,5089.110093,3337.157711,2078.221082,1392.079892,5318.178597,11865.5313,12904.3937,1494.346945,1824.998524,1534.566868
5831,2775.485056,5449.656954,4440.604579,4838.697859,4046.356292,3232.35115,2901.545736,6457.651095,4591.796616,3244.193211,2660.821995,4341.548346,5389.855132,6065.123342,4143.351294,3456.891439,3901.586959
5832,2878.556906,6870.207432,6587.431137,6232.826361,8407.275352,3864.401458,4144.949801,3865.90452,2718.218867,4178.571034,2882.336559,3956.044674,4512.93939,4581.302725,4534.305677,2081.362583,3450.512382
